Organisation_Key,Organisation,Sector,Status,Confidence,Evidence_Types,Evidence_Count,Evidence,Conflicting_Sectors,Decision_Origin,Updated_At
mairie de acoua,mairie de acoua,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de bandraboua,mairie de bandraboua,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de bandrele,mairie de bandrele,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de boueni,mairie de boueni,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de bras panon,mairie de bras panon,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de chiconi,mairie de chiconi,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de chirongui,mairie de chirongui,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de cilaos,mairie de cilaos,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de dembeni,mairie de dembeni,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de drancy,Mairie de Drancy,Administration / Collectivité,CONFIRMED,HIGH,safe_name,3,safe_name:Administration / Collectivité:Mairie de Drancy | safe_name:Administration / Collectivité:Mairie de Drancy | safe_name:Administration / Collectivité:Mairie de Drancy,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de dzaoudzi labattoir,mairie de dzaoudzi labattoir,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de entre deux,mairie de entre deux,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de fumel,MAIRIE DE FUMEL,Administration / Collectivité,CONFIRMED,HIGH,safe_name,1,safe_name:Administration / Collectivité:MAIRIE DE FUMEL,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de kani keli,mairie de kani keli,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de koungou,mairie de koungou,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de l etang sale,mairie de l etang sale,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de la plaine des palmistes,mairie de la plaine des palmistes,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de la possession,mairie de la possession,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de le port,mairie de le port,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de le tampon,mairie de le tampon,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de les avirons,mairie de les avirons,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de les trois bassins,mairie de les trois bassins,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de m tsamboro,mairie de m tsamboro,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de m tsangamouji,mairie de m tsangamouji,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de mamoudzou,Ville de Mamoudzou,Administration / Collectivité,CONFIRMED,HIGH,manual_reference | safe_name,2,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch | safe_name:Administration / Collectivité:Ville de Mamoudzou,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de ouangani,mairie de ouangani,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de pamandzi,mairie de pamandzi,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de paris,Mairie de Paris,Administration / Collectivité,CONFIRMED,HIGH,safe_name,1,safe_name:Administration / Collectivité:Mairie de Paris,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de petite ile,mairie de petite ile,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de sada,mairie de sada,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de saint andre,mairie de saint andre,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de saint benoit,mairie de saint benoit,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de saint denis,mairie de saint denis,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de saint joseph,mairie de saint joseph,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de saint leu,mairie de saint leu,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de saint louis,mairie de saint louis,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de saint paul,mairie de saint paul,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de saint philippe,mairie de saint philippe,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de saint pierre,mairie de saint pierre,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de sainte marie,mairie de sainte marie,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de sainte rose,mairie de sainte rose,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de sainte suzanne,mairie de sainte suzanne,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de salazie,mairie de salazie,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de sixt sur aff,Mairie de Sixt-sur-Aff,Administration / Collectivité,CONFIRMED,HIGH,safe_name,1,safe_name:Administration / Collectivité:Mairie de Sixt-sur-Aff,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie de tsingoni,mairie de tsingoni,Administration / Collectivité,CONFIRMED,HIGH,manual_reference,1,manual_reference:Administration / Collectivité:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mairie thiverval grignon,Mairie Thiverval Grignon,Administration / Collectivité,CONFIRMED,HIGH,safe_name,1,safe_name:Administration / Collectivité:Mairie Thiverval Grignon,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
manomano,Mano Mano,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
marc dorcel,Marc Dorcel,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
match group,Match Group,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
maxance,Maxance,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mayotte telecom,mayotte telecom,Numérique / Technologie,CONFIRMED,HIGH,manual_reference,1,manual_reference:Numérique / Technologie:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mba mutuelle,MBA mutuelle,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mcdonald s,McDonald's France,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mdph92,MDPH 92,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mediatheque numerique du conseil departemental de la haute garonne,Médiathèque Numérique du Conseil Départemental de la Haute-Garonne,Administration / Collectivité,CONFIRMED,HIGH,safe_name,1,safe_name:Administration / Collectivité:Médiathèque Numérique du Conseil Départemental de la Haute-Garonne,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mediavacances,MediaVacances,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
medicos,MEDICOS,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
medoucine,Médoucine,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mesvaccins,MesVaccins,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
metropole d aix marseille provence,Métropole Marseille-Provence,Administration / Collectivité,CONFIRMED,HIGH,safe_name,1,safe_name:Administration / Collectivité:Métropole Marseille-Provence,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
metropole de nantes,Nantes Métropole,Administration / Collectivité,CONFIRMED,HIGH,safe_name,2,safe_name:Administration / Collectivité:Nantes Métropole | safe_name:Administration / Collectivité:Nantes Métropole,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
metropole de rennes,Rennes Métropole,Administration / Collectivité,CONFIRMED,HIGH,safe_name,1,safe_name:Administration / Collectivité:Rennes Métropole,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
metropole de saint etienne,Métropole de Saint-Étienne,Administration / Collectivité,CONFIRMED,HIGH,safe_name,1,safe_name:Administration / Collectivité:Métropole de Saint-Étienne,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
meyzietp,meyzietp,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mifarma,Mifarma,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mileade,Miléade,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mille et une listes,Mille et Une Listes,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mingat location,Mingat,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
ministere de l interieur,Ministère de l’Intérieur,Administration / Collectivité,CONFIRMED,HIGH,safe_name,1,safe_name:Administration / Collectivité:Ministère de l’Intérieur,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
ministere de la culture,Ministère de la Culture,Administration / Collectivité,CONFIRMED,HIGH,safe_name,1,safe_name:Administration / Collectivité:Ministère de la Culture,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
ministere de la transition ecologique,Ministère de la Transition écologique,Administration / Collectivité,CONFIRMED,HIGH,safe_name,2,safe_name:Administration / Collectivité:Ministère de la Transition écologique | safe_name:Administration / Collectivité:Ministère de la Transition écologique,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
ministere des sports de la jeunesse et de la vie associative,Ministère des Sports,Administration / Collectivité,CONFIRMED,HIGH,safe_name,4,"safe_name:Administration / Collectivité:Ministère des Sports | safe_name:Administration / Collectivité:Ministère des Sports | safe_name:Administration / Collectivité:Ministère des Sports, de la Jeunesse et de la Vie associative | safe_name:Administration / Collectivité:Ministère des Sports, de la Jeunesse et de la Vie associative",,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
missions locales,Missions Locales,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mistral ai,Mistral AI,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mondial relay,Mondial Relay,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mondial tissus,Mondial Tissus,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
monlogicielmedical,monlogicielmedical.com,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
monservicederemplacement,Monservicederemplacement.fr,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
moove,Moove,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
moulin roty,Moulin Roty,Industrie / Manufacture,CONFIRMED,HIGH,naf_precise_v2,1,naf_precise_v2:Industrie / Manufacture:Activity_Code=32.40Z; Company_ID=320722143,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
moveup formation,Move Up Formation,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
movida,Movida,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
musee des arts et metiers,Musée des Arts et Métier,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
musee oceanographique de monaco,Musée océanographique de Monaco,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mutest,Mutest,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mutuelle entrain,Mutuelle Entrain,Finance / Assurance,CONFIRMED,HIGH,naf_precise_v2 | safe_name,2,naf_precise_v2:Finance / Assurance:Activity_Code=65.12Z; Company_ID=775558778 | safe_name:Finance / Assurance:Mutuelle Entrain,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mutuelle familiale,La Mutuelle Familiale,Finance / Assurance,CONFIRMED,HIGH,safe_name,1,safe_name:Finance / Assurance:Mutuelle Familiale,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mutuelle generale de prevoyance,Mutuelle Générale de Prévoyance,Finance / Assurance,CONFIRMED,HIGH,naf_precise_v2 | safe_name,4,naf_precise_v2:Finance / Assurance:Activity_Code=65.12Z; Company_ID=337682660 | safe_name:Finance / Assurance:Mutuelle Générale de Prévoyance | safe_name:Finance / Assurance:Mutuelle Générale de Prévoyance | safe_name:Finance / Assurance:Mutuelle Générale de Prévoyance,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mutuelle lmp,Mutuelle LMP,Finance / Assurance,CONFIRMED,HIGH,safe_name,1,safe_name:Finance / Assurance:Mutuelle LMP,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mvision,MVision,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
mypiscine,My Piscine,Construction / BTP,CONFIRMED,HIGH,naf_precise_v2,1,naf_precise_v2:Construction / BTP:Activity_Code=43.99D; Company_ID=920301876,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
nature cie,Nature & Cie,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
nemea,Groupe Nemea,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
nemea residences,Nemea Résidences,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
nephael com chloesanchez,Nephael.com & ChloeSanchez.com,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
nestenn,Nestenn,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
newdeal institut,Newdeal Institut,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
nosho,Nosho,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
notre dame du grandchamp,Notre Dame du Grandchamp,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
nuhanciam,Nuhanciam,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
nundungopee mu,nundungopee.mu,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
o tacos,O’tacos,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
objetrama,ObjetRama,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
oec bretagne,OEC Bretagne,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
office francais de l immigration,Office français de l’immigration,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
office francais de l immigration et de l integration,Office Français de l’Immigration et de l’intégration,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
office francais de la biodiversite,Office Français de la Biodiversité,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
olympique de marseille,Olympique de Marseille,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
on air fitness,On Air Fitness,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
once for all,Once for all,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
openai,OpenAI,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
opera comique,Opera Comique,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
opquast,OpQuast,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
optic2000,Optic 2000,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
or en cash,Or en Cash,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
ora group information,ORA Group Information,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
orange madagascar,Orange Madagascar,Numérique / Technologie,CONFIRMED,HIGH,safe_name,1,safe_name:Numérique / Technologie:Orange Madagascar,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
orange mayotte,orange mayotte,Numérique / Technologie,CONFIRMED,HIGH,manual_reference,1,manual_reference:Numérique / Technologie:Entité ou alias territorial validé du référentiel Cyberwatch,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
orange reunion,Orange Réunion,Numérique / Technologie,CONFIRMED,HIGH,manual_reference | safe_name,2,manual_reference:Numérique / Technologie:Entité ou alias territorial validé du référentiel Cyberwatch | safe_name:Numérique / Technologie:Orange Réunion,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
orange sfr et services d urgence,Orange / SFR et services d’urgence,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
ordre national des pedicures podologues,ONPP,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
organisme pour la securite de l aviation civile,Organisme pour la Sécurité de l’Aviation Civile,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
orisha insurance,Orisha Insurance,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
orpi,Orpi,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
osac aero,OSAC Aero,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
osmose,Osmose,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
osp holding france,OSP HOLDING FRANCE,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
oteis conseil ingenierie,OTEIS Conseil & Ingénierie,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
ouest france immo,Ouest France Immo,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
pacha tours,Pacha Tours,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
palais de la porte doree,Palais de la Porte Dorée,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
panorama banques,Panorama Banques,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
parcoursup,Parcoursup,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
paris marseille,PARIS & MARSEILLE,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
paypal,Paypal,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
pays du mont blanc,Pays du Mont-Blanc,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
pc soft france,PC SOFT FRANCE,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
pc soft france leaked,PC SOFT FRANCE Leaked,Inconnu,UNKNOWN,,,0,,,ORGANISATION_SECTOR_P0,2026-08-23T15:26:27.371992+04:00
